time,current
156956,1105
156969,1079
156982,1087
156996,1068
157010,1070
157023,1087
157037,1049
157050,1059
157063,1080
157077,1043
157091,1053
157104,1067
157118,1038
157131,1058
157145,1072
157158,1039
157172,1047
157185,1049
157199,1027
157212,1047
157226,1020
157239,1031
157253,1045
157266,1016
157280,1038
157293,1055
157307,1015
157320,1035
157334,1057
157347,1030
157361,1043
157374,1049
157388,1016
157401,1050
157415,1053
157428,1031
157442,1043
157456,1056
157469,1044
157482,1064
157496,1028
157510,1035
157523,1049
157537,1031
157550,1039
157563,1062
157577,1025
157591,1048
157604,1076
157618,1041
157631,1055
157645,1064
157658,1047
157672,1068
157685,1046
157699,1049
157712,1069
157726,1047
157739,1049
157753,1067
157766,1031
157780,1041
157793,1068
157807,1033
157820,1047
157834,1064
157847,1025
157861,1046
157874,1065
157888,1035
157901,1048
157915,1052
157928,1044
157942,1059
157956,1023
157969,1032
157982,1041
157996,1007
158009,1024
158023,1041
158037,1006
158050,1026
158063,1036
158077,1004
158091,1027
158104,1041
158117,1017
158131,1054
158145,1040
158158,1035
158172,1047
158185,1007
158199,1020
158212,1035
158226,1007
158239,1022
158253,1044
158266,1014
158280,1032
158293,1044
158307,1006
158320,1026
158334,1044
158347,1022
158361,1029
158374,1027
158388,1019
158401,1043
158415,1013
158428,1024
158442,1041
158456,1020
158469,1045
158482,1067
158496,1026
158509,1032
158523,1048
158537,1019
158550,1040
158563,1051
158577,1022
158591,1038
158604,1039
158617,1033
158631,1047
158645,1019
158658,1028
158672,1047
158685,1016
158698,1031
158712,1041
158726,1012
158739,1036
158753,1048
158766,1017
158780,1031
158793,1065
158807,1036
158820,1062
158834,1061
158847,1056
158861,1077
158874,1043
158888,1049
158901,1053
158915,1019
158928,1039
158942,1061
158956,1027
158969,1046
158982,1083
158996,1054
159009,1068
159023,1080
159036,1043
159050,1052
159063,1070
159077,1060
159091,1076
159104,1038
159117,1057
159131,1080
159145,1051
159158,1060
159172,1064
159185,1028
159198,1047
159212,1059
159226,1035
159239,1046
159253,1053
159266,1025
159280,1052
159293,1060
159307,1036
159320,1059
159334,1055
159347,1073
159361,1080
159374,1047
159388,1079
159401,1096
159415,1054
159428,1064
159442,1071
159455,1048
159469,1059
159482,1079
159496,1041
159509,1060
159523,1073
159536,1056
159550,1068
159563,1031
159577,1044
159591,1070
159604,1042
159617,1059
159631,1063
159644,1025
159658,1043
159672,1070
159685,1044
159698,1048
159712,1064
159726,1044
159739,1051
159753,1061
159766,1030
159780,1043
159793,1020
159807,1027
159820,1047
159834,1019
159847,1030
159861,1053
159874,1022
159888,1043
159901,1061
159915,1033
159928,1058
159942,1079
159955,1039
159969,1051
159982,1073
159996,1057
160009,1068
160023,1032
160036,1044
160050,1051
160063,1022
160077,1043
160091,1067
160104,1028
160117,1049
160131,1076
160144,1045
160158,1052
160172,1064
160185,1031
160198,1051
160212,1064
160226,1037
160239,1047
160253,1027
160266,1036
160280,1057
160293,1023
160307,1041
160320,1059
160333,1022
160347,1048
160361,1059
160374,1032
160388,1051
160401,1062
160415,1032
160428,1040
160442,1048
160455,1032
160469,1047
160482,1015
160496,1025
160509,1039
160523,1019
160536,1041
160550,1059
160563,1026
160577,1056
160591,1087
160604,1051
160617,1071
160631,1080
160644,1035
160658,1070
160672,1086
160685,1048
160698,1062
160712,1061
160726,1059
160739,1076
160753,1046
160766,1047
160780,1084
160793,1053
160807,1072
160820,1080
160833,1043
160847,1075
160861,1095
160874,1057
160888,1064
160901,1070
160915,1047
160928,1075
160942,1047
160955,1051
160969,1064
160982,1047
160996,1060
161009,1075
161023,1036
161036,1051
161050,1079
161063,1048
161077,1066
161090,1084
161104,1044
161117,1051
161131,1063
161144,1043
161158,1059
161172,1048
161185,1040
161198,1061
161212,1036
161226,1041
161239,1053
161252,1021
161266,1035
161279,1052
161293,1024
161307,1027
161320,1051
161333,1022
161347,1038
161361,1044
161374,1016
161388,1040
161401,1025
161415,1021
161428,1032
161442,1003
161455,1028
161469,1056
161482,1024
161496,1036
161509,1056
161523,1039
161536,1056
161550,1075
161563,1035
161577,1055
161590,1090
161604,1059
161617,1078
161631,1073
161644,1058
161658,1073
161671,1044
161685,1053
161698,1070
161712,1036
161726,1056
161739,1067
161752,1032
161766,1041
161779,1058
161793,1027
161807,1044
161820,1063
161833,1041
161847,1080
161861,1076
161874,1057
161888,1064
161901,1036
161915,1053
161928,1084
161942,1049
161955,1059
161969,1071
161982,1041
161996,1062
162009,1073
162023,1037
162036,1050
162050,1060
162063,1033
162077,1052
162090,1068
162104,1043
162117,1068
162131,1038
162144,1051
162158,1064
162171,1024
162185,1039
162198,1058
162212,1029
162226,1041
162239,1062
162252,1032
162266,1045
162279,1052
162293,1026
162307,1036
162320,1033
162333,1019
162347,1037
162361,1011
162374,1020
162388,1033
162401,1001
162415,1026
162428,1047
162442,1021
162455,1044
162469,1079
162482,1056
162496,1064
162509,1099
162523,1075
162536,1105
162550,1116
162563,1080
162577,1102
162590,1082
162604,1091
162617,1099
162631,1059
162644,1083
162658,1096
162671,1064
162685,1075
162698,1081
162712,1050
162725,1063
162739,1076
162752,1052
162766,1060
162779,1063
162793,1040
162807,1052
162820,1019
162833,1038
162847,1056
162861,1021
162874,1049
162888,1064
162901,1039
162914,1051
162928,1076
162942,1039
162955,1052
162969,1059
162982,1041
162996,1063
163009,1080
163023,1044
163036,1072
163050,1051
163063,1062
163077,1090
163090,1051
163104,1058
163117,1092
163131,1059
163144,1072
163158,1079
163171,1046
163185,1080
163198,1085
163212,1062
163225,1063
163239,1092
163252,1067
163266,1073
163279,1044
163293,1052
163307,1053
163320,1025
163333,1048
163347,1062
163361,1036
163374,1051
163388,1080
163401,1035
163414,1048
163428,1053
163442,1036
163455,1058
163468,1057
163482,1031
163496,1047
163509,1016
163523,1041
163536,1060
163550,1032
163563,1040
163577,1067
163590,1051
163604,1065
163617,1073
163631,1035
163644,1064
163658,1072
163671,1043
163685,1049
163698,1068
163712,1042
163725,1053
163739,1022
163752,1036
163766,1047
163779,1009
163793,1028
163807,1037
163820,1006
163833,1024
163847,1043
163861,1007
163874,1020
163888,1044
163901,1015
163914,1031
163928,1043
163942,1020
163955,1037
163968,1012
163982,1032
163996,1052
164009,1019
164023,1032
164036,1060
164050,1041
164063,1050
164077,1072
164090,1036
164104,1064
164117,1079
164131,1051
164144,1062
164158,1068
164171,1036
164185,1071
164198,1039
164212,1043
164225,1056
164239,1019
164252,1064
164266,1075
164279,1033
164293,1052
164307,1085
164320,1054
164333,1068
164347,1076
164360,1043
164374,1059
164387,1076
164401,1049
164414,1057
164428,1025
164442,1039
164455,1072
164468,1046
164482,1060
164496,1065
164509,1045
164523,1064
164536,1081
164549,1054
164563,1062
164577,1099
164590,1069
164604,1075
164617,1081
164631,1047
164644,1083
164658,1059
164671,1059
164685,1059
164698,1036
164712,1064
164725,1073
164739,1037
164752,1051
164766,1075
164779,1060
164793,1067
164806,1092
164820,1056
164833,1065
164847,1080
164860,1054
164874,1070
164887,1036
164901,1052
164914,1074
164928,1043
164942,1060
164955,1059
164968,1023
164982,1032
164996,1047
165009,1019
165023,1038
165036,1056
165049,1025
165063,1046
165077,1069
165090,1042
165104,1063
165117,1067
165131,1056
165144,1067
165158,1035
165171,1046
165185,1073
165198,1031
165212,1043
165225,1056
165239,1021
165252,1035
165266,1060
165279,1032
165293,1043
165306,1065
165320,1040
165333,1063
165347,1041
165360,1036
165374,1048
165387,1028
165401,1043
165414,1063
165428,1023
165442,1039
165455,1060
165468,1033
165482,1040
165496,1051
165509,1020
165523,1035
165536,1048
165549,1025
165563,1038
165577,1054
165590,1035
165604,1057
165617,1023
165631,1051
165644,1076
165658,1041
165671,1049
165685,1058
165698,1029
165712,1065
165725,1080
165739,1043
165752,1060
165766,1065
165779,1039
165793,1053
165806,1055
165820,1044
165833,1055
165847,1031
165860,1048
165874,1067
165887,1034
165901,1065
165914,1084
165928,1054
165942,1065
165955,1076
165968,1035
165982,1062
165995,1076
166009,1049
166023,1064
166036,1079
166049,1052
166063,1068
166077,1041
166090,1055
166104,1077
166117,1052
166131,1063
166144,1076
166158,1042
166171,1071
166184,1091
166198,1049
166212,1063
166225,1068
166239,1047
166252,1070
166266,1072
166279,1044
166293,1055
166306,1020
166320,1040
166333,1055
166347,1031
166360,1048
166374,1076
166387,1039
166401,1054
166414,1065
166428,1028
166442,1040
166455,1058
166468,1025
166482,1038
166495,1046
166509,1025
166523,1047
166536,1024
166549,1031
166563,1056
166577,1032
166590,1049
166603,1066
166617,1032
166631,1050
166644,1070
166658,1040
166671,1064
166684,1072
166698,1045
166712,1079
166725,1083
166739,1052
166752,1057
166766,1044
166779,1063
166793,1086
166806,1048
166820,1068
166833,1081
166847,1062
166860,1088
166874,1130
166887,1097
166901,1129
166914,1171
166928,1135
166942,1151
166955,1169
166968,1139
166982,1139
166995,1124
167009,1116
167023,1138
167036,1113
167049,1134
167063,1147
167077,1115
167090,1140
167103,1180
167117,1146
167131,1156
167144,1160
167158,1120
167171,1143
167184,1150
167198,1113
167212,1118
167225,1083
167239,1085
167252,1116
167266,1073
167279,1084
167293,1088
167306,1051
167320,1070
167333,1084
167347,1043
167360,1055
167374,1080
167387,1051
167401,1056
167414,1070
167428,1038
167441,1053
167455,1062
167468,1052
167482,1062
167495,1024
167509,1045
167522,1065
167536,1035
167549,1039
167563,1063
167577,1035
167590,1046
167603,1060
167617,1028
167630,1032
167644,1053
167658,1029
167671,1043
167684,1036
167698,1027
167712,1053
167725,1025
167739,1038
167752,1048
167766,1017
167779,1041
167793,1060
167806,1026
167820,1035
167833,1059
167847,1037
167860,1049
167874,1058
167887,1023
167901,1033
167914,1052
167928,1033
167941,1041
167955,1010
167968,1025
167982,1048
167995,1019
168009,1029
168022,1046
168036,1016
168049,1033
168063,1049
168077,1019
168090,1033
168103,1048
168117,1017
168130,1035
168144,1044
168158,1023
168171,1043
168184,1019
168198,1032
168212,1041
168225,1008
168239,1017
168252,1044
168266,1012
168279,1025
168293,1044
168306,1014
168320,1038
168333,1049
168347,1017
168360,1034
168374,1053
168387,1023
168401,1039
168414,1012
168428,1014
168441,1028
168455,1004
168468,1025
168482,1033
168495,998
168508,1025
168521,1038
168535,1016
168548,1025
168562,998
168574,1022
168588,1049
168601,1015
168615,1039
168628,1044
168642,1017
168655,1049
168669,1060
168682,1033
168696,1057
168710,1043
168723,1041
168736,1056
168750,1022
168764,1052
168777,1079
168790,1050
168804,1055
168818,1065
168831,1024
168845,1052
168858,1065
168871,1041
168885,1051
168899,1077
168912,1052
168926,1061
168939,1027
168953,1035
168966,1049
168980,1019
168993,1036
169007,1055
169020,1015
169034,1032
169047,1053
169061,1030
169074,1051
169088,1075
169101,1051
169115,1079
169128,1102
169142,1075
169155,1107
169169,1105
169182,1090
169196,1091
169210,1058
169223,1072
169236,1095
169250,1056
169264,1061
169277,1103
169290,1065
169304,1091
169317,1106
169331,1070
169345,1082
169358,1107
169371,1083
169385,1083
169399,1057
169412,1056
169426,1071
169439,1047
169453,1059
169466,1067
169480,1028
169493,1033
169507,1052
169520,1021
169534,1036
169547,1049
169561,1022
169574,1055
169588,1067
169601,1033
169615,1043
169628,1075
169642,1044
169655,1062
169669,1026
169682,1035
169696,1054
169709,1035
169723,1045
169736,1067
169750,1033
169764,1062
169777,1097
169790,1067
169804,1080
169817,1095
169831,1063
169845,1078
169858,1068
169871,1059
169885,1063
169899,1036
169912,1055
169926,1064
169939,1033
169953,1044
169966,1067
169980,1037
169993,1051
170007,1063
170020,1033
170034,1059
170047,1069
170061,1041
170074,1043
170088,1046
170101,1019
170115,1041
170128,1011
170142,1026
170155,1041
170169,1011
170182,1033
170196,1052
170209,1019
170223,1031
170236,1052
170250,1028
170263,1038
170277,1051
170290,1032
170304,1063
170317,1067
170331,1047
170345,1054
170358,1019
170371,1029
170385,1052
170399,1026
170412,1039
170426,1060
170439,1024
170453,1042
170466,1050
170480,1012
170493,1016
170507,1036
170520,1007
170534,1022
170547,1029
170561,1011
170574,1038
170588,1009
170601,1014
170615,1035
170628,1008
170642,1049
170655,1069
170669,1030
170682,1044
170696,1076
170709,1046
170723,1064
170736,1068
170750,1033
170763,1054
170777,1087
170790,1063
170804,1076
170817,1052
170831,1053
170845,1072
170858,1035
170871,1043
170885,1054
170899,1022
170912,1040
170926,1053
170939,1027
170952,1035
170966,1052
170980,1023
170993,1043
171007,1051
171020,1020
171034,1052
171047,1020
171061,1036
171074,1047
171088,1021
171101,1052
171115,1070
171128,1036
171142,1038
171155,1053
171169,1026
171182,1046
171196,1057
171209,1028
171223,1042
171236,1057
171250,1036
171263,1054
171277,1032
171290,1028
171304,1047
171317,1024
171331,1031
171345,1047
171358,1009
171371,1031
171385,1053
171399,1030
171412,1038
171426,1057
171439,1044
171452,1055
171466,1063
171480,1031
171493,1047
171506,1036
171520,1031
171534,1047
171547,1015
171561,1031
171574,1063
171588,1022
171601,1033
171615,1049
171628,1021
171642,1049
171655,1059
171669,1028
171682,1041
171696,1065
171709,1044
171723,1055
171736,1049
171750,1034
171763,1056
171777,1027
171790,1037
171804,1052
171817,1016
171831,1027
171845,1051
171858,1016
171871,1035
171885,1049
171898,1020
171912,1039
171925,1060
171939,1030
171952,1046
171966,1045
171980,1029
171993,1043
172006,1011
172020,1020
172034,1039
172047,1007
172061,1026
172074,1041
172088,1016
172101,1038
172115,1059
172128,1019
172142,1032
172155,1054
172169,1027
172182,1041
172196,1052
172209,1022
172223,1036
172236,1014
172250,1033
172263,1050
172277,1012
172290,1023
172304,1046
172317,1018
172331,1031
172345,1045
172358,1016
172371,1036
172385,1051
172398,1026
172412,1031
172425,1036
172439,1020
172452,1038
172466,1014
172480,1023
172493,1063
172506,1019
172520,1038
172534,1051
172547,1017
172561,1047
172574,1080
172587,1040
172601,1047
172615,1063
172628,1050
172642,1068
172655,1071
172669,1036
172682,1051
172696,1030
172709,1038
172723,1056
172736,1019
172750,1036
172763,1054
172777,1030
172790,1052
172804,1064
172817,1024
172831,1057
172844,1063
172858,1035
172871,1048
172885,1050
172898,1024
172912,1041
172925,1015
172939,1028
172952,1041
172966,1008
172980,1019
172993,1040
173006,1012
173020,1027
173034,1052
173047,1022
173061,1035
173074,1047
173087,1023
173101,1046
173115,1066
173128,1031
173142,1048
173155,1048
173169,1044
173182,1057
173196,1022
173209,1032
173223,1041
173236,1013
173250,1033
173263,1049
173277,1009
173290,1036
173304,1054
173317,1023
173331,1037
173344,1042
173358,1010
173371,1038
173385,1012
173398,1023
173412,1035
173425,1008
173439,1030
173452,1048
173466,1017
173480,1028
173493,1051
173506,1020
173520,1025
173533,1035
173547,1010
173561,1031
173574,1047
173587,1014
173601,1021
173615,1011
173628,1011
173642,1031
173655,1000
173669,1019
173682,1039
173696,1020
173709,1040
173723,1068
173736,1027
173750,1050
173763,1075
173777,1047
173790,1057
173804,1063
173817,1028
173831,1057
173844,1036
173858,1044
173871,1051
173885,1019
173898,1052
173912,1059
173925,1032
173939,1044
173952,1081
173966,1038
173980,1054
173993,1065
174006,1038
174020,1051
174033,1083
174047,1052
174061,1059
174074,1052
174087,1048
174101,1070
174115,1035
174128,1039
174141,1060
174155,1040
174169,1055
174182,1067
174196,1027
174209,1039
174222,1058
174236,1039
174250,1047
174263,1059
174277,1026
174290,1062
174304,1065
174317,1059
174331,1073
174344,1047
174358,1076
174371,1084
174385,1048
174398,1053
174412,1064
174425,1029
174439,1048
174452,1065
174466,1038
174480,1046
174493,1063
174506,1038
174520,1054
174533,1059
174547,1046
174561,1067
174574,1039
174587,1052
174601,1065
174615,1041
174628,1068
174641,1083
174655,1044
174669,1052
174682,1064
174696,1044
174709,1076
174722,1081
174736,1043
174750,1073
174763,1057
174777,1054
174790,1064
174804,1025
174817,1036
174831,1069
174844,1038
174858,1043
174871,1060
174885,1032
174898,1060
174912,1072
174925,1039
174939,1046
174952,1059
174966,1027
174979,1038
174993,1052
175006,1024
175020,1044
175033,1019
175047,1035
175060,1051
175074,1015
175087,1046
175101,1065
175115,1028
175128,1042
175141,1048
175155,1022
175168,1043
175182,1056
175196,1022
175209,1060
175222,1067
175236,1043
175250,1049
175263,1014
175277,1028
175290,1049
175304,1021
175317,1042
175331,1056
175344,1020
175358,1040
175371,1060
175385,1026
175398,1033
175412,1056
175425,1028
175439,1047
175452,1063
175466,1033
175479,1046
175493,1019
175506,1023
175520,1044
175533,1016
175547,1036
175560,1064
175574,1035
175587,1052
175601,1068
175615,1028
175628,1045
175641,1065
175655,1041
175668,1056
175682,1062
175696,1033
175709,1073
175722,1057
175736,1090
175750,1115
175763,1089
175777,1098
175790,1116
175804,1078
175817,1111
175831,1122
175844,1082
175858,1084
175871,1090
175885,1051
175898,1067
175912,1084
175925,1049
175939,1068
175952,1056
175966,1058
175979,1076
175993,1038
176006,1049
176020,1076
176033,1043
176047,1052
176060,1068
176074,1025
176087,1043
176101,1058
176115,1024
176128,1041
176141,1047
176155,1022
176168,1036
176182,1019
176196,1038
176209,1075
176222,1060
176236,1104
176250,1127
176263,1090
176277,1099
176290,1151
176304,1122
176317,1131
176331,1159
176344,1123
176358,1164
176371,1188
176385,1140
176398,1149
176412,1151
176425,1139
176439,1148
176452,1105
176466,1112
176479,1119
176493,1092
176506,1110
176520,1135
176533,1107
176547,1147
176560,1192
176574,1149
176587,1156
176601,1166
176614,1137
176628,1143
176641,1112
176655,1111
176668,1115
176682,1073
176696,1096
176709,1135
176722,1097
176736,1112
176750,1141
176763,1111
176777,1128
176790,1133
176803,1102
176817,1136
176831,1136
176844,1097
176857,1104
176871,1108
176885,1096
176898,1110
176912,1067
176925,1073
176939,1086
176952,1048
176966,1068
176979,1081
176993,1041
177006,1060
177020,1083
177033,1060
177047,1075
177060,1080
177074,1041
177087,1052
177101,1036
177114,1041
177128,1064
177141,1026
177155,1057
177168,1078
177182,1048
177196,1056
177209,1072
177222,1049
177236,1060
177250,1076
177263,1040
177276,1068
177290,1088
177303,1054
177317,1062
177331,1054
177344,1046
177357,1078
177371,1036
177385,1048
177398,1059
177412,1032
177425,1063
177439,1081
177452,1040
177466,1046
177479,1051
177493,1021
177506,1044
177520,1062
177533,1027
177547,1050
177560,1046
177574,1044
177587,1056
177601,1019
177614,1032
177628,1052
177641,1021
177655,1032
177668,1044
177682,1017
177696,1049
177709,1072
177722,1038
177736,1048
177750,1075
177763,1047
177776,1063
177790,1059
177803,1040
177817,1058
177831,1027
177844,1039
177857,1052
177871,1017
177885,1032
177898,1060
177912,1019
177925,1035
177939,1043
177952,1015
177966,1030
177979,1049
177993,1019
178006,1036
178020,1035
178033,1032
178047,1049
178060,1016
178074,1023
178087,1062
178101,1035
178114,1043
178128,1059
178141,1023
178155,1054
178168,1065
178182,1032
178195,1044
178209,1053
178222,1034
178236,1043
178249,1047
178263,1027
178276,1052
178290,1028
178303,1040
178317,1052
178331,1019
178344,1033
178357,1063
178371,1024
178385,1035
178398,1047
178412,1028
178425,1055
178438,1070
178452,1038
178466,1049
178479,1078
178493,1051
178506,1071
178520,1035
178533,1048
178547,1079
178560,1048
178574,1060
178587,1070
178601,1031
178614,1065
178628,1076
178641,1048
178655,1057
178668,1077
178682,1054
178695,1073
178709,1073
178722,1043
178736,1076
178749,1052
178763,1059
178776,1071
178790,1036
178803,1046
178817,1088
178831,1044
178844,1057
178857,1070
178871,1043
178885,1067
178898,1078
178912,1044
178925,1049
178938,1057
178952,1044
178966,1059
178979,1032
178993,1039
179006,1067
179020,1048
179033,1060
179047,1074
179060,1038
179074,1060
179087,1078
179101,1047
179114,1060
179128,1067
179141,1027
179155,957
179167,896
179180,840
179192,788
179205,735
179217,694
179230,649
179242,607
179255,566
179267,535
179280,501
179292,470
179304,440
179317,413
179329,389
179342,363
179354,341
179367,319
179379,299
179392,282
179404,265
179417,248
179429,232
179442,219
179454,205
179467,193
179479,181
179491,171
179504,161
179517,151
179529,141
179541,133
179554,126
179566,119
179579,111
179591,104
179604,97
179615,93
179627,88
179638,84
179649,78
179661,75
179672,71
179684,67
179695,64
179707,59
179718,57
179729,54
179741,54
179752,47
179764,45
179775,45
179787,42
179798,39
179810,37
179821,34
179832,33
179844,32
179855,31
179867,27
179878,27
179890,25
179901,24
179913,25
179924,22
179936,22
179947,19
179958,19
179970,18
179981,18
179992,17
180004,16
180015,17
180027,14
180038,16
180050,14
180061,12
180073,13
180084,13
180095,11
180107,10
180118,9
180129,9
180139,9
180149,10
180161,10
180172,9
180183,8
180193,8
180204,10
180215,7
180225,7
180236,8
180246,6
180257,6
180267,6
180277,7
180288,6
180298,5
180309,5
180319,5
180329,5
180340,7
180350,4
180361,4
180371,4
180381,4
180392,6
180402,4
180413,5
180423,6
180433,4
180444,4
180454,5
180465,3
180475,4
180485,3
180496,5
180506,2
180517,3
180527,4
180537,2
180548,3
180558,3
180568,3
180579,3
180589,6
180600,3
180610,2
180620,2
180631,3
180641,5
180652,0
180662,3
180672,5
180683,3
180693,3
180704,2
180714,2
180724,4
180735,3
180745,2
180756,2
180766,2
180776,2
180787,3
180797,2
180808,3
180818,2
180828,2
180839,2
180849,3
180860,1
180870,2
180880,2
180891,2
180901,2
180911,3
180922,4
180932,1
180943,4
180953,2
180963,2
180974,2
180984,2
180995,1
181005,2
181015,2
181026,4
181036,2
181047,4
181057,1
181067,3
181078,2
181088,1
181099,1
181109,2
181119,4
181130,2
181140,1
181151,2
181161,1
181171,2
181182,3
181192,2
181202,3
181213,2
181223,3
181234,2
181244,2
181254,1
181265,2
181275,2
181286,2
181296,1
181306,1
181317,2
181327,1
181338,1
181348,3
181358,3
181369,1
181379,1
181390,2
181400,2
181410,1
181421,4
181431,2
181442,1
181452,1
181462,3
181473,2
181483,1
181494,1
181504,1
181514,1
181525,3
181535,3
181545,2
181556,1
181566,1
181577,2
181587,2
181597,2
181608,2
181618,3
181629,3
181639,1
